35780067,1615-FDW,13,42.00861,-5.68188,0.0,0.0,740.0,0.0,73,Calle Alonso Briceo 25, 49600 Benavente, Zamora, (Castilla y Len), Espaa,1475465672000
35780069,1615-FDW,13,42.03387,-5.67818,56.0,2.0,768.0,2828.57858282,74,,1475465692000
35780071,1615-FDW,13,42.03448,-5.67472,60.0,88.0,768.7523193,294.027612647,74,,1475465712000
35780073,1615-FDW,13,42.032,-5.67173,100.0,168.0,756.8577881,370.688012431,75,,1475465732000
35780075,1615-FDW,13,42.02604,-5.67068,118.0,172.0,731.1138916,669.418933371,63,,1475465752000
35780077,1615-FDW,13,42.02034,-5.66883,118.0,156.0,726.0778198,651.988453929,75,,1475465772000
35780079,1615-FDW,13,42.01472,-5.66538,118.0,158.0,713.8047485,687.486863089,75,,1475465793000
35780081,1615-FDW,13,42.00937,-5.66267,118.0,158.0,711.1264038,636.287865389,75,,1475465813000
35780083,1615-FDW,13,42.00353,-5.65955,118.0,154.0,706.0509033,699.997726835,77,,1475465833000
35780085,1615-FDW,13,41.99875,-5.65543,118.0,134.0,707.4586792,631.478074133,77,,1475465853000
35780087,1615-FDW,13,41.99547,-5.64823,118.0,118.0,707.6697998,698.677193445,77,,1475465873000
35780089,1615-FDW,13,41.99275,-5.64153,118.0,120.0,708.0192261,631.5513252,77,,1475465893000
35780091,1615-FDW,13,41.98847,-5.63595,118.0,142.0,705.1459351,663.267730322,77,,1475465913000
35780093,1615-FDW,13,41.98499,-5.62907,118.0,112.0,710.7307739,688.490416027,63,,1475465933000
35780095,1615-FDW,13,41.98272,-5.62165,118.0,112.0,717.809021,663.750400709,77,,1475465953000
35780097,1615-FDW,13,41.98008,-5.61448,120.0,124.0,726.9727783,662.122666281,77,,1475465973000
35780099,1615-FDW,13,41.97634,-5.60835,124.0,128.0,720.8421021,655.73758414,78,,1475465993000
35780101,1615-FDW,13,41.97252,-5.60221,118.0,128.0,724.3470459,662.697571226,78,,1475466013000
35780103,1615-FDW,13,41.96873,-5.59604,118.0,128.0,725.2254639,662.564271573,78,,1475466033000
35780105,1615-FDW,13,41.96486,-5.58991,118.0,128.0,722.9192505,665.31311544,78,,1475466053000
35780107,1615-FDW,13,41.96104,-5.58373,118.0,130.0,723.5550537,664.904856845,78,,1475466073000
35780109,1615-FDW,13,41.95723,-5.57756,118.0,128.0,728.7518921,664.261933594,79,,1475466093000
35780111,1615-FDW,13,41.9534,-5.57136,118.0,128.0,729.0532227,666.81376603,79,,1475466113000
35780113,1615-FDW,13,41.94938,-5.56491,118.0,128.0,737.795166,696.803339065,79,,1475466133000
35780115,1615-FDW,13,41.94563,-5.55918,118.0,130.0,739.0087891,631.158396708,79,,1475466153000
35780117,1615-FDW,13,41.94174,-5.55306,118.0,128.0,738.9805298,666.798748277,79,,1475466173000
35780119,1615-FDW,13,41.93783,-5.54648,118.0,128.0,738.3292847,697.35577154,81,,1475466193000
35780121,1615-FDW,13,41.93398,-5.54035,118.0,128.0,744.430542,664.30487431,81,,1475466213000
35780123,1615-FDW,13,41.93029,-5.53451,118.0,130.0,744.9470215,634.12592239,81,,1475466233000
35780125,1615-FDW,13,41.9264,-5.52841,118.0,130.0,742.0656738,665.538692964,78,,1475466253000
35780127,1615-FDW,13,41.92249,-5.52236,118.0,130.0,738.0934448,663.625830325,81,,1475466273000
35780129,1615-FDW,13,41.91837,-5.51599,118.0,130.0,731.6967773,698.753757407,81,,1475466293000
35780131,1615-FDW,13,41.91464,-5.51023,118.0,130.0,729.8517456,632.558855562,82,,1475466313000
35780133,1615-FDW,13,41.9107,-5.50367,118.0,122.0,719.258667,698.558670436,82,,1475466333000
35780135,1615-FDW,13,41.90765,-5.49725,118.0,120.0,712.6308594,630.422675989,82,,1475466353000
35780137,1615-FDW,13,41.90508,-5.49,118.0,110.0,701.7032471,665.348483386,82,,1475466373000
35780139,1615-FDW,13,41.90345,-5.48226,118.0,102.0,698.3236694,666.013182723,81,,1475466393000
35780141,1615-FDW,13,41.90002,-5.47548,120.0,144.0,705.9180908,679.122161058,82,,1475466413000
35780143,1615-FDW,13,41.8947,-5.47174,118.0,148.0,717.8389282,668.670882164,82,,1475466433000
35780145,1615-FDW,13,41.89008,-5.46726,118.0,138.0,726.1266479,633.896587886,82,,1475466453000
35780147,1615-FDW,13,41.8857,-5.46181,118.0,132.0,723.4733276,664.499167087,81,,1475466473000
35780149,1615-FDW,13,41.88133,-5.45576,118.0,134.0,718.2642212,698.900606988,84,,1475466493000
35780151,1615-FDW,13,41.87744,-5.45021,118.0,130.0,704.0814819,631.49322406,82,,1475466513000
35780153,1615-FDW,13,41.87375,-5.44339,118.0,124.0,693.1131592,698.787865699,82,,1475466533000
35780155,1615-FDW,13,41.87046,-5.43717,118.0,124.0,686.9379883,631.844165944,84,,1475466553000
35780157,1615-FDW,13,41.8665,-5.43067,120.0,142.0,685.5202026,695.575589412,81,,1475466573000
35780159,1615-FDW,13,41.86131,-5.42755,118.0,156.0,684.5559692,633.232064141,84,,1475466593000
35780161,1615-FDW,13,41.8565,-5.42231,118.0,124.0,690.2119751,689.715388327,81,,1475466613000
35780163,1615-FDW,13,41.85464,-5.41518,118.0,100.0,693.897522,626.161008666,84,,1475466633000
35780165,1615-FDW,13,41.85247,-5.40773,118.0,120.0,693.8242798,663.545056601,84,,1475466653000
35780167,1615-FDW,13,41.84861,-5.40167,118.0,140.0,699.6607666,661.221364482,85,,1475466673000
35780169,1615-FDW,13,41.84377,-5.39626,118.0,140.0,701.5404663,700.572729232,85,,1475466693000
35780171,1615-FDW,13,41.8394,-5.39136,118.0,140.0,708.7108154,633.569180485,84,,1475466713000
35780173,1615-FDW,13,41.8348,-5.38619,118.0,138.0,717.1843872,668.272275454,84,,1475466733000
35780175,1615-FDW,13,41.83017,-5.38106,118.0,140.0,728.7903442,668.005677821,85,,1475466753000
35780177,1615-FDW,13,41.82538,-5.37564,118.0,138.0,746.565918,697.219825186,85,,1475466773000
35780179,1615-FDW,13,41.82105,-5.37075,118.0,136.0,756.5249023,629.519485913,85,,1475466793000
35780181,1615-FDW,13,41.81652,-5.36496,118.0,136.0,743.2235718,696.706737907,85,,1475466813000
35780183,1615-FDW,13,41.8122,-5.35942,118.0,136.0,738.9892578,665.296428337,85,,1475466834000
35780185,1615-FDW,13,41.80789,-5.35386,118.0,136.0,728.4178467,665.754076054,84,,1475466854000
35780187,1615-FDW,13,41.80334,-5.34805,118.0,136.0,725.8612061,699.255548017,85,,1475466874000
35780189,1615-FDW,13,41.79922,-5.3428,118.0,136.0,725.057373,631.452427818,85,,1475466894000
35780191,1615-FDW,13,41.79489,-5.33727,118.0,136.0,719.03125,666.120660539,85,,1475466914000
35780193,1615-FDW,13,41.79053,-5.33176,118.0,134.0,715.9923096,666.484184719,85,,1475466934000
35780195,1615-FDW,13,41.78622,-5.32621,118.0,134.0,717.4121704,665.41410454,85,,1475466954000
35780197,1615-FDW,13,41.78184,-5.32072,118.0,136.0,719.4804077,667.110598532,85,,1475466974000
35780199,1615-FDW,13,41.77751,-5.31517,118.0,136.0,722.0,666.421880178,85,,1475466994000
35780201,1615-FDW,13,41.77318,-5.30961,118.0,136.0,716.2688599,666.971533552,86,,1475467014000
35780203,1615-FDW,13,41.76882,-5.3041,118.0,136.0,713.3286743,667.360979127,85,,1475467034000
35780205,1615-FDW,13,41.76426,-5.29833,118.0,136.0,715.0,698.313624656,86,,1475467054000
35780207,1615-FDW,13,41.76003,-5.29268,118.0,128.0,715.5908203,664.29080572,86,,1475467074000
35780209,1615-FDW,13,41.75638,-5.28686,118.0,142.0,711.3999634,631.119782168,86,,1475467094000
35780211,1615-FDW,13,41.75122,-5.28201,120.0,140.0,709.2426147,701.784138906,86,,1475467114000
35780213,1615-FDW,13,41.74653,-5.27702,118.0,140.0,708.3833008,666.564419402,86,,1475467134000
35780215,1615-FDW,13,41.74184,-5.27203,118.0,140.0,709.0321655,665.540660248,86,,1475467154000
35780217,1615-FDW,13,41.73738,-5.26729,118.0,140.0,711.4856567,634.325110121,86,,1475467174000
35780219,1615-FDW,13,41.73286,-5.26211,118.0,130.0,718.6066284,661.189244592,86,,1475467194000
35780221,1615-FDW,13,41.73021,-5.25453,116.0,116.0,722.4940796,695.895298553,86,,1475467214000
35780223,1615-FDW,13,41.72586,-5.24925,118.0,156.0,728.6278687,653.233046621,86,,1475467234000
35780225,1615-FDW,13,41.72024,-5.24791,118.0,164.0,732.1843872,634.900609869,86,,1475467254000
35780227,1615-FDW,13,41.71492,-5.24358,118.0,140.0,741.4831543,692.701825944,86,,1475467274000
35780229,1615-FDW,13,41.71053,-5.2388,118.0,142.0,750.3707275,629.753224761,86,,1475467294000
35780231,1615-FDW,13,41.70536,-5.23442,118.0,118.0,789.3521118,681.22597955,86,,1475467314000
35780233,1615-FDW,13,41.70307,-5.22769,116.0,140.0,820.9943848,614.099212589,86,,1475467334000
35780235,1615-FDW,13,41.69861,-5.22182,118.0,128.0,829.0067139,695.954257414,88,,1475467354000
35780237,1615-FDW,13,41.69415,-5.21722,118.0,146.0,828.4389648,627.409370387,88,,1475467374000
35780239,1615-FDW,13,41.68881,-5.21287,118.0,152.0,829.0650635,695.257603465,88,,1475467394000
35780241,1615-FDW,13,41.68349,-5.21017,116.0,158.0,823.1706543,632.814366931,88,,1475467414000
35780243,1615-FDW,13,41.67814,-5.20659,118.0,146.0,820.8355713,665.800039841,88,,1475467434000
35780245,1615-FDW,13,41.67296,-5.20214,116.0,140.0,826.0,685.616594531,88,,1475467454000
35780247,1615-FDW,13,41.66838,-5.19803,116.0,168.0,811.1513062,613.035105612,84,,1475467474000
35780249,1615-FDW,13,41.66253,-5.19791,116.0,160.0,778.9363403,650.953020925,88,,1475467494000
35780251,1615-FDW,13,41.65743,-5.19408,116.0,150.0,760.5780029,651.634143611,88,,1475467514000
35780253,1615-FDW,13,41.65174,-5.19188,116.0,164.0,748.3840942,658.772445106,88,,1475467534000
35780255,1615-FDW,13,41.64583,-5.18935,116.0,166.0,740.9396362,690.649753745,88,,1475467554000
35780257,1615-FDW,13,41.64034,-5.18784,116.0,168.0,735.9511719,623.515258637,88,,1475467574000
35780259,1615-FDW,13,41.63452,-5.18772,116.0,170.0,734.0,648.517776745,86,,1475467594000
35780261,1615-FDW,13,41.62937,-5.18347,116.0,126.0,734.1642456,672.768227265,88,,1475467614000
35780263,1615-FDW,13,41.62696,-5.17669,116.0,112.0,737.4917603,624.820472559,88,,1475467634000
35780265,1615-FDW,13,41.62462,-5.16945,116.0,112.0,742.4413452,655.971017803,89,,1475467654000
35780267,1615-FDW,13,41.62129,-5.16266,116.0,134.0,747.798584,675.437360962,89,,1475467674000
35780269,1615-FDW,13,41.61727,-5.15747,116.0,140.0,758.5859985,621.862157967,88,,1475467694000
35780271,1615-FDW,13,41.61237,-5.15301,116.0,144.0,760.369873,659.661871526,89,,1475467714000
35780273,1615-FDW,13,41.60904,-5.14675,116.0,106.0,756.1517334,639.2654941,89,,1475467734000
35780275,1615-FDW,13,41.60631,-5.13985,116.0,122.0,738.6782227,649.799360242,78,,1475467754000
35780277,1615-FDW,13,41.60308,-5.1333,116.0,122.0,728.6855469,653.013229529,89,,1475467774000
35780279,1615-FDW,13,41.59985,-5.12674,116.0,122.0,717.5953979,653.552288739,89,,1475467794000
35780281,1615-FDW,13,41.59539,-5.12179,116.0,156.0,710.4595947,645.925034256,89,,1475467814000
35780283,1615-FDW,13,41.59083,-5.11703,116.0,126.0,717.3531494,643.256978638,91,,1475467834000
35780285,1615-FDW,13,41.58639,-5.11202,116.0,152.0,719.7316895,646.904895474,89,,1475467854000
35780287,1615-FDW,13,41.582,-5.10634,116.0,128.0,737.946106,680.003003379,91,,1475467874000
35780289,1615-FDW,13,41.57793,-5.10127,116.0,138.0,744.3252563,619.210537207,91,,1475467894000
35780291,1615-FDW,13,41.57352,-5.09596,116.0,136.0,746.3869629,660.396199653,85,,1475467914000
35780293,1615-FDW,13,41.56893,-5.09111,116.0,150.0,741.190918,651.209059261,91,,1475467934000
35780295,1615-FDW,13,41.56348,-5.0872,116.0,150.0,727.0782471,687.876481749,91,,1475467954000
35780297,1615-FDW,13,41.55848,-5.08308,116.0,144.0,719.8609619,654.12135671,91,,1475467974000
35780299,1615-FDW,13,41.55384,-5.0789,116.0,148.0,715.1166382,622.952157525,91,,1475467994000
35780301,1615-FDW,13,41.5485,-5.07471,116.0,148.0,722.2902832,689.399060966,91,,1475468014000
35780303,1615-FDW,13,41.54347,-5.07067,116.0,148.0,734.1405029,653.099930592,91,,1475468034000
35780305,1615-FDW,13,41.53842,-5.06665,116.0,146.0,744.4901733,654.885351872,91,,1475468054000
35780307,1615-FDW,13,41.53451,-5.06137,116.0,124.0,747.6436768,618.461457594,91,,1475468074000
35780309,1615-FDW,13,41.53106,-5.055,116.0,126.0,739.0505371,655.325585435,91,,1475468094000
35780311,1615-FDW,13,41.5276,-5.04863,116.0,126.0,730.4597778,655.287637124,88,,1475468114000
35780313,1615-FDW,13,41.52412,-5.0423,116.0,126.0,713.6550903,654.84624735,92,,1475468134000
35780315,1615-FDW,13,41.52065,-5.03598,116.0,124.0,703.6744385,652.746659336,92,,1475468154000
35780317,1615-FDW,13,41.5172,-5.02963,116.0,124.0,696.4900513,653.206263849,92,,1475468174000
35780319,1615-FDW,13,41.51379,-5.02323,116.0,122.0,690.6657715,655.554992257,92,,1475468194000
35780321,1615-FDW,13,41.51237,-5.0157,116.0,88.0,689.2744141,646.699536241,92,,1475468214000
35780323,1615-FDW,13,41.51336,-5.00795,116.0,84.0,692.7791748,655.231275556,92,,1475468234000
35780325,1615-FDW,13,41.51297,-5.00018,116.0,100.0,695.3511353,648.7306126,92,,1475468254000
35780327,1615-FDW,13,41.51091,-4.99285,116.0,118.0,701.5888062,653.020461395,92,,1475468274000
35780329,1615-FDW,13,41.50697,-4.98705,116.0,124.0,695.8360596,652.303820112,92,,1475468294000
35780331,1615-FDW,13,41.50598,-4.97943,116.0,86.0,690.0267944,644.710781831,91,,1475468314000
35780333,1615-FDW,13,41.50726,-4.97179,116.0,74.0,689.3557739,652.128609351,92,,1475468334000
35780335,1615-FDW,13,41.50885,-4.96424,116.0,74.0,680.6414185,654.189863918,91,,1475468354000
35780337,1615-FDW,13,41.51048,-4.95673,116.0,68.0,689.0457764,651.129546501,92,,1475468374000
35780339,1615-FDW,13,41.51369,-4.94967,116.0,58.0,690.2807617,688.992571574,92,,1475468394000
35780341,1615-FDW,13,41.51649,-4.94321,116.0,62.0,692.6367798,621.567301926,92,,1475468414000
35780343,1615-FDW,13,41.51934,-4.93591,116.0,60.0,692.8043823,686.199417059,82,,1475468434000
35780345,1615-FDW,13,41.52199,-4.92934,116.0,62.0,691.8658447,622.176082634,92,,1475468454000
35780347,1615-FDW,13,41.52475,-4.92238,116.0,60.0,691.9440308,656.139615238,93,,1475468474000
35780349,1615-FDW,13,41.52753,-4.91545,116.0,62.0,690.9445801,655.12527787,93,,1475468494000
35780351,1615-FDW,13,41.53034,-4.90855,116.0,60.0,693.4317017,654.479163218,93,,1475468514000
35780353,1615-FDW,13,41.53429,-4.90232,116.0,44.0,688.9854126,680.224558996,92,,1475468534000
35780355,1615-FDW,13,41.53851,-4.89686,116.0,42.0,687.7484131,653.836822489,92,,1475468554000
35780357,1615-FDW,13,41.54255,-4.89168,116.0,42.0,687.7872925,623.343856104,92,,1475468574000
35780359,1615-FDW,13,41.54681,-4.88626,122.0,42.0,685.0609131,654.724713351,92,,1475468594000
35780361,1615-FDW,13,41.55106,-4.88073,116.0,44.0,688.1279907,660.188622326,91,,1475468614000
35780363,1615-FDW,13,41.5555,-4.87502,116.0,44.0,692.9884033,686.055442552,93,,1475468634000
35780365,1615-FDW,13,41.55948,-4.8699,114.0,44.0,703.2615967,614.541701394,93,,1475468654000
35780367,1615-FDW,13,41.56351,-4.864,108.0,48.0,689.5305786,665.131149801,93,,1475468674000
35780369,1615-FDW,13,41.56598,-4.86005,34.0,66.0,688.4593506,428.896455884,93,,1475468694000
35780371,1615-FDW,13,41.56586,-4.85989,10.0,142.0,687.4588013,19.0841216692,93,,1475468714000
35780373,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,16.966101579,64,Camino de Valdeobispo, 47130 Simancas, Valladolid, (Castilla y Len), Espaa,1475468734000
35780375,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,64,,1475468754000
35780377,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,63,,1475468774000
35780379,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,92,Camino de Valdeobispo, 47130 Simancas, Valladolid, (Castilla y Len), Espaa,1475468785000
35780381,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,91,,1475468794000
35780383,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,64,Camino de Valdeobispo, 47130 Simancas, Valladolid, (Castilla y Len), Espaa,1475468811000
35780385,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,64,,1475468814000
35780387,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,63,,1475468834000
35780389,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,61,,1475468854000
35780391,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,61,,1475468874000
35780393,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,61,,1475468894000
35780395,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,60,,1475468914000
35780397,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,60,,1475468954000
35780399,1615-FDW,13,41.56581,-4.85969,0.0,120.0,686.6767578,0.0,58,Camino de Valdeobispo, 47130 Simancas, Valladolid, (Castilla y Len), Espaa,1475468964000
35780401,1615-FDW,13,41.56581,-4.85969,6.0,354.0,686.6767578,0.0,88,Camino de Valdeobispo, 47130 Simancas, Valladolid, (Castilla y Len), Espaa,1475469065000
35780403,1615-FDW,13,41.56767,-4.85799,72.0,46.0,688.3887329,250.565408113,91,,1475469085000
35780405,1615-FDW,13,41.57106,-4.8532,120.0,46.0,689.0938721,549.087708252,92,,1475469105000
35780407,1615-FDW,13,41.57563,-4.84769,118.0,38.0,683.8878784,684.979968504,92,,1475469125000
35780409,1615-FDW,13,41.57973,-4.84166,118.0,52.0,688.034729,679.071574058,93,,1475469145000
35780411,1615-FDW,13,41.58366,-4.83643,112.0,38.0,700.9906006,616.215407884,93,,1475469165000
35780413,1615-FDW,13,41.58822,-4.83235,106.0,16.0,706.3054199,611.433102551,92,,1475469185000
35780415,1615-FDW,13,41.59308,-4.82878,112.0,52.0,726.2891235,616.966050971,93,,1475469205000
35780417,1615-FDW,13,41.59705,-4.82224,122.0,50.0,704.8901978,701.472558821,93,,1475469225000
35780419,1615-FDW,13,41.60073,-4.81611,116.0,48.0,716.1115112,653.661691105,95,,1475469245000
35780421,1615-FDW,13,41.60472,-4.81012,116.0,48.0,710.0909424,667.909109351,95,,1475469265000
35780423,1615-FDW,13,41.60835,-4.80431,118.0,52.0,698.2628174,629.807830438,95,,1475469285000
35780425,1615-FDW,13,41.61173,-4.79745,118.0,56.0,699.5856934,683.98009689,95,,1475469305000
35780427,1615-FDW,13,41.61513,-4.79171,112.0,36.0,718.4782715,609.031014803,95,,1475469325000
35780429,1615-FDW,13,41.62065,-4.78956,102.0,8.0,722.7825928,640.688977318,95,,1475469345000
35780431,1615-FDW,13,41.62321,-4.786,84.0,90.0,707.6616211,410.959668554,95,,1475469365000
35780433,1615-FDW,13,41.61974,-4.78069,120.0,136.0,688.80896,587.082968494,95,,1475469385000
35780435,1615-FDW,13,41.61467,-4.77537,122.0,142.0,684.8826904,717.002298227,96,,1475469405000
35780437,1615-FDW,13,41.61059,-4.76984,116.0,126.0,687.2265625,646.872469523,96,,1475469425000
35780439,1615-FDW,13,41.60829,-4.76236,126.0,96.0,688.8334351,673.068819656,96,,1475469445000
35780441,1615-FDW,13,41.60792,-4.75411,124.0,102.0,689.9196167,687.258064005,95,,1475469465000
35780443,1615-FDW,13,41.60582,-4.74648,132.0,110.0,689.7018433,677.138260028,96,,1475469487000
35780445,1615-FDW,13,41.60546,-4.73942,82.0,82.0,701.5701294,588.846828059,96,,1475469507000
35780447,1615-FDW,13,41.6065,-4.73383,78.0,70.0,699.5673218,479.234072803,96,,1475469527000
35780449,1615-FDW,13,41.60802,-4.72872,66.0,64.0,697.5800781,457.789521888,96,,1475469547000
35780451,1615-FDW,13,41.60946,-4.72471,60.0,86.0,703.4552612,369.919398769,96,,1475469567000
35780453,1615-FDW,13,41.60929,-4.72563,60.0,348.0,702.4666748,78.4082232514,96,,1475469587000
35780455,1615-FDW,13,41.61265,-4.72619,44.0,358.0,703.0083618,377.100617913,98,,1475469607000
35780457,1615-FDW,13,41.61347,-4.7262,0.0,350.0,704.0632324,90.7147063489,96,,1475469627000
35780459,1615-FDW,13,41.61437,-4.72619,24.0,358.0,705.0072021,100.504427979,98,,1475469647000
35780461,1615-FDW,13,41.615,-4.72619,0.0,6.0,705.213501,69.2283508353,85,,1475469667000
35780463,1615-FDW,13,41.615,-4.72619,0.0,6.0,705.213501,0.0950247049332,98,,1475469687000
35780465,1615-FDW,13,41.61517,-4.72617,20.0,0.0,705.4733887,19.3663985483,96,,1475469707000
